0.047516,1
0.021332,1
0.048872,1
0.017449,1
0.042701,1
0.075434,1
0.093107,1
0.02194,1
-0.045763,1
0.16803,1
0.060924,1
0.038666,1
-0.042132,1
0.055702,1
0.12974,1
0.1509,1
0.12676,1
0.082778,1
0.014722,1
0.0096063,1
0.094725,1
-0.041395,1
0.12266,1
-0.025668,1
0.1082,1
-0.071262,1
-0.041457,1
0.13196,1
-0.087013,1
0.078223,1
0.070607,1
0.16754,1
0.031868,1
0.068169,1
0.010249,1
0.044944,1
0.036986,1
0.11002,1
0.045906,1
0.057015,1
0.095138,1
0.1326,1
0.078176,1
0.084289,1
0.090227,1
0.024241,1
0.12129,1
0.0029472,1
0.087317,1
0.22809,1
0.14567,1
0.13898,1
-0.19342,1
0.063778,1
-0.046126,1
-0.024628,1
-0.010973,1
-0.13211,1
0.1504,1
-0.048821,1
-0.0058825,1
0.036139,1
0.095315,1
0.007492,1
0.18703,1
-0.087804,1
0.066193,1
0.17542,1
-0.14801,1
0.089587,1
-0.080353,1
-0.14381,1
0.038763,1
-0.034537,1
-0.0019551,1
-0.081597,1
0.064266,1
0.09733,1
0.15598,1
-0.034545,1
0.070711,1
0.046754,1
0.12751,1
0.087815,1
0.17295,1
0.066045,1
0.038056,1
-0.062891,1
0.093458,1
0.21752,1
0.053917,1
-0.036977,1
0.082916,1
-0.06901,1
-0.041138,1
0.062878,1
0.10673,1
0.083286,1
-0.0015051,1
0.092881,1
-0.086401,1
0.085604,1
0.11072,1
0.096268,1
0.13137,1
0.096852,1
0.063778,1
0.0035195,1
-0.00032688,1
0.027365,1
-0.0012104,1
0.18567,1
0.054438,1
0.059221,1
0.031027,1
-0.018837,1
0.09473,1
0.057078,1
-0.037312,1
0.14602,1
0.050119,1
0.065683,1
0.12144,1
0.080457,1
-0.015877,1
0.035461,1
0.073247,1
0.11485,1
0.065624,1
-0.087389,1
0.024242,1
-0.056763,1
0.013821,1
0.13152,1
0.050899,1
0.046804,1
9.14e-06,1
0.014961,1
0.1368,2
0.031157,2
0.017957,2
-0.032145,2
0.0050376,2
-0.0018729,2
0.035545,2
0.14215,2
0.1624,2
-0.0054326,2
0.090553,2
0.067686,2
-0.016592,2
0.025216,2
0.073344,2
0.1402,2
0.10791,2
-0.012724,2
0.044878,2
0.048014,2
0.056983,2
0.044697,2
0.0040537,2
0.089408,2
0.12469,2
0.089508,2
0.079533,2
0.078597,2
0.088556,2
0.14369,2
0.14022,2
0.094263,2
0.14614,2
0.0051682,2
0.050276,2
0.033567,2
0.0026722,2
-0.0092497,2
0.028366,2
-0.013435,2
0.053776,2
0.14583,2
0.081036,2
0.063039,2
-0.022798,2
0.088177,2
0.02129,2
0.0098285,2
0.03485,2
0.074963,2
0.18492,2
0.13064,2
0.013844,2
0.031849,2
0.10067,2
0.036293,2
0.0249,2
0.0072301,2
-0.024732,2
0.11468,2
0.020367,2
0.062238,2
0.21345,2
0.053288,2
0.079617,2
0.08631,2
0.064788,2
0.09681,2
0.075205,2
0.081818,2
0.12023,2
0.10476,2
-0.032973,2
0.095556,2
-0.0025027,2
0.13658,2
0.055216,2
0.089671,2
0.029322,2
0.074219,2
0.14395,2
0.025419,2
0.10781,2
0.1562,2
0.020676,2
0.1558,2
0.011647,2
0.069815,2
-0.028978,2
0.021462,2
0.080666,2
0.14166,2
0.10742,2
0.097417,2
0.12781,2
0.067853,2
0.025225,2
-0.025986,2
0.13543,2
0.041125,2
0.07401,2
0.081207,2
0.077528,2
-0.005022,2
0.055577,2
0.20411,2
0.069656,2
0.11902,2
0.17179,2
0.0061591,2
0.088952,2
0.082574,2
-0.032915,2
0.10732,2
0.050922,2
0.06779,2
0.15603,2
0.19176,2
0.10352,2
-0.06679,2
0.019446,2
-0.019515,2
0.087241,2
0.062759,2
0.00040293,2
-0.0051037,2
-0.030544,2
-0.065402,2
0.0077197,2
0.083835,2
-0.014676,2
-0.03981,2
-0.017638,2
0.00062889,2
0.11152,2
-0.054177,2
0.14926,2
0.017823,2
-0.09297,3
0.10486,3
0.13626,3
0.014768,3
0.073099,3
-0.0034731,3
0.022229,3
0.15894,3
-0.041041,3
0.058524,3
0.029304,3
-0.030679,3
0.029946,3
0.098058,3
0.048089,3
-0.0022854,3
-0.05845,3
0.15126,3
-0.065253,3
-0.055081,3
-0.065413,3
-0.045947,3
-0.12108,3
-0.024597,3
-0.14046,3
-0.010282,3
-0.058457,3
-0.019702,3
-0.071371,3
-0.0018788,3
-0.060808,3
0.19632,3
0.0046925,3
-0.048123,3
0.058505,3
0.012313,3
0.12017,3
-0.039794,3
0.11044,3
0.17702,3
-0.051343,3
-0.079064,3
0.053987,3
-0.088621,3
0.036106,3
-0.15061,3
0.10157,3
-0.093764,3
0.10417,3
-0.018339,3
0.065172,3
0.039874,3
0.06019,3
0.15996,3
-0.056272,3
0.066715,3
-0.040526,3
0.059813,3
0.0016429,3
0.087646,3
0.060786,3
0.021714,3
0.015295,3
0.073584,3
-0.18078,3
-0.040587,3
-0.07158,3
0.06212,3
-0.061774,3
0.028975,3
0.077565,3
-0.026606,3
-0.069669,3
-0.11453,3
-0.025353,3
-0.098298,3
-0.091879,3
-0.069007,3
-0.020418,3
-0.090331,3
0.095415,3
-0.043589,3
0.14902,3
0.078943,3
-0.15243,3
0.032065,3
0.11779,3
0.03106,3
-0.013671,3
-0.088871,3
0.075806,3
-0.047258,3
-0.020821,3
-0.058048,3
-0.057538,3
-0.078659,3
0.017305,3
-0.086989,3
-0.047387,3
-0.074442,3
-0.023598,3
0.022899,3
-0.15533,3
0.058078,3
-0.0068793,3
0.089521,3
0.12589,3
-0.039114,3
-0.076947,3
-0.026677,3
-0.051536,3
-0.076794,3
0.091049,3
0.037387,3
-0.043652,3
0.045463,3
-0.038978,3
-0.050273,3
-0.013477,3
0.10674,3
-0.084735,3
0.14706,3
-0.09677,3
-0.015614,3
0.036608,3
0.013344,3
0.019973,3
0.049381,3
0.0034001,3
-0.03421,3
-0.0058386,3
0.012797,3
0.022621,3
0.14154,3
-0.061742,3
-5.7958e-05,3
0.059699,3
0.11528,3
